customer_id,churn,label_date,split
CUST-00079,Yes,2025-06-01,train
CUST-00080,No,2025-06-01,val
CUST-00081,No,2025-06-01,train
CUST-00082,Yes,2025-06-01,train
CUST-00083,No,2025-06-01,val
CUST-00084,No,2025-06-01,train
CUST-00085,Yes,2025-06-01,train
CUST-00086,No,2025-06-01,train
CUST-00087,No,2025-06-01,val
CUST-00088,No,2025-06-01,train
CUST-00089,Yes,2025-06-01,train
CUST-00090,Yes,2025-06-01,train
CUST-00091,No,2025-06-01,train
CUST-00092,No,2025-06-01,train
CUST-00093,No,2025-06-01,train
CUST-00094,Yes,2025-06-01,train
CUST-00095,No,2025-06-01,train
CUST-00096,No,2025-06-01,train
CUST-00097,No,2025-06-01,train
CUST-00098,No,2025-06-01,train
CUST-00099,No,2025-06-01,train
CUST-00100,No,2025-06-01,test
CUST-00101,No,2025-06-01,test
CUST-00102,Yes,2025-06-01,train
CUST-00103,No,2025-06-01,train
CUST-00104,No,2025-06-01,test
CUST-00105,No,2025-06-01,val
CUST-00106,No,2025-06-01,val
CUST-00107,Yes,2025-06-01,train
CUST-00108,Yes,2025-06-01,train
CUST-00109,Yes,2025-06-01,train
CUST-00110,Yes,2025-06-01,test
CUST-00111,Yes,2025-06-01,train
CUST-00112,No,2025-06-01,train
CUST-00113,Yes,2025-06-01,train
CUST-00114,No,2025-06-01,train
CUST-00115,No,2025-06-01,train
CUST-00116,No,2025-06-01,test
CUST-00117,No,2025-06-01,val
CUST-00118,No,2025-06-01,val
CUST-00119,No,2025-06-01,train
CUST-00120,No,2025-06-01,train
CUST-00121,No,2025-06-01,train
CUST-00122,Yes,2025-06-01,train
CUST-00123,Yes,2025-06-01,train
CUST-00124,Yes,2025-06-01,train
CUST-00125,Yes,2025-06-01,train
CUST-00126,No,2025-06-01,train
CUST-00127,No,2025-06-01,train
CUST-00128,Yes,2025-06-01,train
CUST-00129,Yes,2025-06-01,train
CUST-00130,No,2025-06-01,train
CUST-00131,No,2025-06-01,train
CUST-00132,No,2025-06-01,test
CUST-00133,No,2025-06-01,train
CUST-00134,No,2025-06-01,train
CUST-00135,No,2025-06-01,train
CUST-00136,Yes,2025-06-01,train
CUST-00137,Yes,2025-06-01,test
CUST-00138,Yes,2025-06-01,train
CUST-00139,No,2025-06-01,val
CUST-00140,No,2025-06-01,train
CUST-00141,Yes,2025-06-01,train
CUST-00142,No,2025-06-01,train
CUST-00143,No,2025-06-01,test
CUST-00144,Yes,2025-06-01,train
CUST-00145,No,2025-06-01,train
CUST-00146,Yes,2025-06-01,train
CUST-00147,Yes,2025-06-01,train
CUST-00148,No,2025-06-01,train
CUST-00149,Yes,2025-06-01,train
CUST-00150,Yes,2025-06-01,train
CUST-00151,No,2025-06-01,val
CUST-00152,No,2025-06-01,test
CUST-00153,No,2025-06-01,train
CUST-00154,Yes,2025-06-01,train
CUST-00155,Yes,2025-06-01,train
CUST-00156,No,2025-06-01,train
CUST-00157,No,2025-06-01,train
CUST-00158,Yes,2025-06-01,train
CUST-00159,No,2025-06-01,val
CUST-00160,Yes,2025-06-01,val
CUST-00161,No,2025-06-01,train
CUST-00162,No,2025-06-01,test
CUST-00163,No,2025-06-01,train
CUST-00164,No,2025-06-01,train
CUST-00165,Yes,2025-06-01,train
CUST-00166,No,2025-06-01,train
CUST-00167,Yes,2025-06-01,val
CUST-00168,No,2025-06-01,val
CUST-00169,Yes,2025-06-01,train
CUST-00170,No,2025-06-01,test
CUST-00171,No,2025-06-01,train
CUST-00172,Yes,2025-06-01,train
CUST-00173,Yes,2025-06-01,train
CUST-00174,No,2025-06-01,test
CUST-00175,No,2025-06-01,train
CUST-00176,No,2025-06-01,train
CUST-00177,Yes,2025-06-01,train
CUST-00178,Yes,2025-06-01,test
CUST-00179,No,2025-06-01,test
CUST-00180,No,2025-06-01,val
CUST-00181,No,2025-06-01,test
CUST-00182,No,2025-06-01,test
CUST-00183,No,2025-06-01,train
CUST-00184,No,2025-06-01,train
CUST-00185,No,2025-06-01,val
CUST-00186,No,2025-06-01,train
CUST-00187,No,2025-06-01,train
CUST-00188,Yes,2025-06-01,train
CUST-00189,Yes,2025-06-01,val
CUST-00190,No,2025-06-01,train
CUST-00191,No,2025-06-01,test
CUST-00192,No,2025-06-01,train
CUST-00193,Yes,2025-06-01,train
CUST-00194,Yes,2025-06-01,val
CUST-00195,Yes,2025-06-01,train
CUST-00196,No,2025-06-01,train
CUST-00197,Yes,2025-06-01,train
CUST-00198,Yes,2025-06-01,test
CUST-00199,No,2025-06-01,train
CUST-00200,Yes,2025-06-01,train
CUST-00201,No,2025-06-01,val
CUST-00202,No,2025-06-01,test
CUST-00203,No,2025-06-01,train
CUST-00204,Yes,2025-06-01,train
CUST-00205,No,2025-06-01,train
CUST-00206,Yes,2025-06-01,train
CUST-00207,Yes,2025-06-01,train
CUST-00208,No,2025-06-01,train
CUST-00209,No,2025-06-01,train
CUST-00210,No,2025-06-01,train
CUST-00211,Yes,2025-06-01,train
CUST-00212,Yes,2025-06-01,train
CUST-00213,No,2025-06-01,train
CUST-00214,No,2025-06-01,val
CUST-00215,No,2025-06-01,val
CUST-00216,Yes,2025-06-01,val
CUST-00217,No,2025-06-01,train
CUST-00218,No,2025-06-01,train
CUST-00219,No,2025-06-01,test
CUST-00220,No,2025-06-01,train
CUST-00221,No,2025-06-01,train
CUST-00222,No,2025-06-01,train
CUST-00223,No,2025-06-01,train
CUST-00224,No,2025-06-01,test
CUST-00225,No,2025-06-01,train
CUST-00226,Yes,2025-06-01,test
CUST-00227,No,2025-06-01,train
CUST-00228,No,2025-06-01,train
CUST-00229,Yes,2025-06-01,train
CUST-00230,No,2025-06-01,train
CUST-00231,No,2025-06-01,train
CUST-00232,No,2025-06-01,train
CUST-00233,No,2025-06-01,test
CUST-00234,Yes,2025-06-01,train
CUST-00235,Yes,2025-06-01,test
CUST-00236,Yes,2025-06-01,val
CUST-00237,Yes,2025-06-01,train
CUST-00238,No,2025-06-01,val
CUST-00239,No,2025-06-01,train
CUST-00240,No,2025-06-01,train
CUST-00241,Yes,2025-06-01,val
CUST-00242,Yes,2025-06-01,val
CUST-00243,No,2025-06-01,train
CUST-00244,No,2025-06-01,train
CUST-00245,No,2025-06-01,train
CUST-00246,No,2025-06-01,test
CUST-00247,No,2025-06-01,train
CUST-00248,Yes,2025-06-01,train
CUST-00249,No,2025-06-01,train
CUST-00250,No,2025-06-01,train
CUST-00251,Yes,2025-06-01,train
CUST-00252,No,2025-06-01,test
CUST-00253,Yes,2025-06-01,train
CUST-00254,No,2025-06-01,train
CUST-00255,No,2025-06-01,train
CUST-00256,No,2025-06-01,val
CUST-00257,No,2025-06-01,val
CUST-00258,Yes,2025-06-01,train
CUST-00259,Yes,2025-06-01,train
CUST-00260,Yes,2025-06-01,train
CUST-00261,No,2025-06-01,train
CUST-00262,No,2025-06-01,val
CUST-00263,Yes,2025-06-01,train
CUST-00264,Yes,2025-06-01,train
CUST-00265,No,2025-06-01,test
CUST-00266,No,2025-06-01,train
CUST-00267,Yes,2025-06-01,train
CUST-00268,No,2025-06-01,train
CUST-00269,Yes,2025-06-01,train
CUST-00270,No,2025-06-01,train
CUST-00271,Yes,2025-06-01,train
CUST-00272,No,2025-06-01,train
CUST-00273,No,2025-06-01,train
CUST-00274,No,2025-06-01,train
CUST-00275,No,2025-06-01,train
CUST-00276,No,2025-06-01,train
CUST-00277,No,2025-06-01,train
CUST-00278,No,2025-06-01,train
CUST-00279,Yes,2025-06-01,test
CUST-00280,Yes,2025-06-01,test
CUST-00281,Yes,2025-06-01,train
CUST-00282,No,2025-06-01,train
CUST-00283,No,2025-06-01,train
CUST-00284,No,2025-06-01,train
CUST-00285,No,2025-06-01,train
CUST-00286,No,2025-06-01,train
CUST-00287,No,2025-06-01,train
CUST-00288,Yes,2025-06-01,train
CUST-00289,Yes,2025-06-01,train
CUST-00290,No,2025-06-01,train
CUST-00291,No,2025-06-01,val
CUST-00292,No,2025-06-01,train
CUST-00293,No,2025-06-01,test
CUST-00294,Yes,2025-06-01,train
CUST-00295,No,2025-06-01,val
CUST-00296,No,2025-06-01,test
CUST-00297,Yes,2025-06-01,test
CUST-00298,No,2025-06-01,val
CUST-00299,No,2025-06-01,val
CUST-00300,Yes,2025-06-01,train
CUST-00301,Yes,2025-06-01,val
CUST-00302,Yes,2025-06-01,train
CUST-00303,No,2025-06-01,train
CUST-00304,Yes,2025-06-01,train
CUST-00305,Yes,2025-06-01,test
CUST-00306,No,2025-06-01,train
CUST-00307,No,2025-06-01,train
CUST-00308,No,2025-06-01,train
CUST-00309,No,2025-06-01,train
CUST-00310,Yes,2025-06-01,train
CUST-00311,No,2025-06-01,train
CUST-00312,No,2025-06-01,train
CUST-00313,No,2025-06-01,train
CUST-00314,No,2025-06-01,train
CUST-00315,No,2025-06-01,train
CUST-00316,No,2025-06-01,train
CUST-00317,No,2025-06-01,train
CUST-00318,Yes,2025-06-01,train
CUST-00319,Yes,2025-06-01,train
CUST-00320,No,2025-06-01,test
CUST-00321,No,2025-06-01,test
CUST-00322,No,2025-06-01,train
CUST-00323,No,2025-06-01,train
CUST-00324,Yes,2025-06-01,train
CUST-00325,Yes,2025-06-01,val
CUST-00326,Yes,2025-06-01,train
CUST-00327,No,2025-06-01,val
CUST-00328,Yes,2025-06-01,train
CUST-00329,Yes,2025-06-01,train
CUST-00330,Yes,2025-06-01,train
CUST-00331,No,2025-06-01,val
CUST-00332,No,2025-06-01,train
CUST-00333,Yes,2025-06-01,train
CUST-00334,Yes,2025-06-01,test
CUST-00335,No,2025-06-01,train
CUST-00336,No,2025-06-01,train
CUST-00337,No,2025-06-01,train
CUST-00338,Yes,2025-06-01,val
CUST-00339,No,2025-06-01,train
CUST-00340,No,2025-06-01,test
CUST-00341,No,2025-06-01,train
CUST-00342,Yes,2025-06-01,test
CUST-00343,No,2025-06-01,val
CUST-00344,No,2025-06-01,train
CUST-00345,No,2025-06-01,val
CUST-00346,Yes,2025-06-01,val
CUST-00347,Yes,2025-06-01,test
CUST-00348,No,2025-06-01,train
CUST-00349,No,2025-06-01,train
CUST-00350,Yes,2025-06-01,train
CUST-00351,Yes,2025-06-01,train
CUST-00352,Yes,2025-06-01,train
CUST-00353,No,2025-06-01,train
CUST-00354,No,2025-06-01,train
CUST-00355,No,2025-06-01,train
CUST-00356,No,2025-06-01,train
CUST-00357,Yes,2025-06-01,val
CUST-00358,Yes,2025-06-01,val
CUST-00359,Yes,2025-06-01,train
CUST-00360,No,2025-06-01,train
CUST-00361,No,2025-06-01,test
CUST-00362,No,2025-06-01,train
CUST-00363,No,2025-06-01,train
CUST-00364,Yes,2025-06-01,train
CUST-00365,Yes,2025-06-01,train
CUST-00366,No,2025-06-01,train
CUST-00367,Yes,2025-06-01,val
CUST-00368,No,2025-06-01,train
CUST-00369,Yes,2025-06-01,train
CUST-00370,No,2025-06-01,test
CUST-00371,No,2025-06-01,val
CUST-00372,No,2025-06-01,train
CUST-00373,No,2025-06-01,train
CUST-00374,No,2025-06-01,train
CUST-00375,No,2025-06-01,train
CUST-00376,Yes,2025-06-01,train
CUST-00377,No,2025-06-01,test
CUST-00378,Yes,2025-06-01,train
CUST-00379,No,2025-06-01,train
CUST-00380,Yes,2025-06-01,val
CUST-00381,No,2025-06-01,train
CUST-00382,No,2025-06-01,test
CUST-00383,No,2025-06-01,val
CUST-00384,Yes,2025-06-01,train
CUST-00385,No,2025-06-01,train
CUST-00386,No,2025-06-01,test
CUST-00387,No,2025-06-01,val
CUST-00388,Yes,2025-06-01,test
CUST-00389,No,2025-06-01,train
CUST-00390,No,2025-06-01,test
CUST-00391,No,2025-06-01,train
CUST-00392,No,2025-06-01,train
CUST-00393,No,2025-06-01,train
CUST-00394,Yes,2025-06-01,train
CUST-00395,No,2025-06-01,train
CUST-00396,No,2025-06-01,train
CUST-00397,No,2025-06-01,val
CUST-00398,Yes,2025-06-01,train
CUST-00399,No,2025-06-01,train
CUST-00400,No,2025-06-01,train
CUST-00401,Yes,2025-06-01,train
CUST-00402,No,2025-06-01,test
CUST-00403,No,2025-06-01,val
CUST-00404,Yes,2025-06-01,train
CUST-00405,No,2025-06-01,test
CUST-00406,No,2025-06-01,test
CUST-00407,No,2025-06-01,train
CUST-00408,No,2025-06-01,val
CUST-00409,No,2025-06-01,train
CUST-00410,No,2025-06-01,test
CUST-00411,No,2025-06-01,train
CUST-00412,No,2025-06-01,train
CUST-00413,Yes,2025-06-01,train
CUST-00414,No,2025-06-01,test
CUST-00415,Yes,2025-06-01,train
CUST-00416,Yes,2025-06-01,train
CUST-00417,No,2025-06-01,train
CUST-00418,No,2025-06-01,val
CUST-00419,No,2025-06-01,train
CUST-00420,No,2025-06-01,test
CUST-00421,Yes,2025-06-01,train
CUST-00422,No,2025-06-01,train
CUST-00423,Yes,2025-06-01,train
CUST-00424,Yes,2025-06-01,train
CUST-00425,No,2025-06-01,train
CUST-00426,Yes,2025-06-01,val
CUST-00427,Yes,2025-06-01,train
CUST-00428,Yes,2025-06-01,val
CUST-00429,Yes,2025-06-01,train
CUST-00430,No,2025-06-01,val
CUST-00431,No,2025-06-01,test
CUST-00432,No,2025-06-01,val
CUST-00433,No,2025-06-01,train
CUST-00434,No,2025-06-01,val
CUST-00435,No,2025-06-01,train
CUST-00436,No,2025-06-01,train
CUST-00437,No,2025-06-01,train
CUST-00438,No,2025-06-01,train
CUST-00439,No,2025-06-01,val
CUST-00440,No,2025-06-01,train
CUST-00441,Yes,2025-06-01,test
CUST-00442,No,2025-06-01,train
CUST-00443,Yes,2025-06-01,val
CUST-00444,Yes,2025-06-01,train
CUST-00445,No,2025-06-01,train
CUST-00446,No,2025-06-01,val
CUST-00447,No,2025-06-01,test
CUST-00448,No,2025-06-01,train
CUST-00449,No,2025-06-01,train
CUST-00450,No,2025-06-01,train
CUST-00451,Yes,2025-06-01,train
CUST-00452,No,2025-06-01,test
CUST-00453,No,2025-06-01,val
CUST-00454,No,2025-06-01,train
CUST-00455,Yes,2025-06-01,train
CUST-00456,No,2025-06-01,train
CUST-00457,Yes,2025-06-01,test
CUST-00458,No,2025-06-01,train
CUST-00459,No,2025-06-01,val
CUST-00460,No,2025-06-01,train
CUST-00461,Yes,2025-06-01,train
CUST-00462,No,2025-06-01,train
CUST-00463,Yes,2025-06-01,test
CUST-00464,Yes,2025-06-01,train
CUST-00465,No,2025-06-01,train
CUST-00466,Yes,2025-06-01,train
CUST-00467,No,2025-06-01,train
CUST-00468,Yes,2025-06-01,test
CUST-00469,Yes,2025-06-01,train
CUST-00470,No,2025-06-01,train
CUST-00471,Yes,2025-06-01,train
CUST-00472,Yes,2025-06-01,train
CUST-00473,No,2025-06-01,train
CUST-00474,No,2025-06-01,train
CUST-00475,No,2025-06-01,train
CUST-00476,No,2025-06-01,train
CUST-00477,No,2025-06-01,train
CUST-00478,Yes,2025-06-01,train
CUST-00479,Yes,2025-06-01,train
CUST-00480,No,2025-06-01,train
CUST-00481,No,2025-06-01,train
CUST-00482,No,2025-06-01,train
CUST-00483,Yes,2025-06-01,train
CUST-00484,No,2025-06-01,train
CUST-00485,Yes,2025-06-01,train
CUST-00486,No,2025-06-01,train
CUST-00487,Yes,2025-06-01,train
CUST-00488,No,2025-06-01,train
CUST-00489,Yes,2025-06-01,train
CUST-00490,No,2025-06-01,train
CUST-00491,No,2025-06-01,val
CUST-00492,No,2025-06-01,train
CUST-00493,No,2025-06-01,train
CUST-00494,Yes,2025-06-01,train
CUST-00495,Yes,2025-06-01,val
CUST-00496,No,2025-06-01,train
CUST-00497,No,2025-06-01,train
CUST-00498,No,2025-06-01,train
CUST-00499,Yes,2025-06-01,train
CUST-00500,No,2025-06-01,train
CUST-00501,No,2025-06-01,val
CUST-00502,No,2025-06-01,test
CUST-00503,No,2025-06-01,test
CUST-00504,Yes,2025-06-01,train
CUST-00505,Yes,2025-06-01,train
CUST-00506,No,2025-06-01,val
CUST-00507,No,2025-06-01,train
CUST-00508,No,2025-06-01,val
CUST-00509,Yes,2025-06-01,train
CUST-00510,No,2025-06-01,train
CUST-00511,Yes,2025-06-01,train
CUST-00512,Yes,2025-06-01,val
CUST-00513,No,2025-06-01,train
CUST-00514,No,2025-06-01,train
CUST-00515,No,2025-06-01,train
CUST-00516,No,2025-06-01,train
CUST-00517,Yes,2025-06-01,train
CUST-00518,No,2025-06-01,val
CUST-00519,No,2025-06-01,train
CUST-00520,Yes,2025-06-01,val
CUST-00521,Yes,2025-06-01,test
CUST-00522,No,2025-06-01,train
CUST-00523,Yes,2025-06-01,train
CUST-00524,Yes,2025-06-01,train
CUST-00525,No,2025-06-01,train
CUST-00526,No,2025-06-01,train
CUST-00527,No,2025-06-01,test
CUST-00528,No,2025-06-01,test
CUST-00529,Yes,2025-06-01,val
CUST-00530,No,2025-06-01,train
CUST-00531,No,2025-06-01,train
CUST-00532,Yes,2025-06-01,val
CUST-00533,Yes,2025-06-01,train
CUST-00534,Yes,2025-06-01,train
CUST-00535,No,2025-06-01,train
CUST-00536,Yes,2025-06-01,train
CUST-00537,No,2025-06-01,train
CUST-00538,Yes,2025-06-01,train
CUST-00539,Yes,2025-06-01,train
CUST-00540,No,2025-06-01,val
CUST-00541,Yes,2025-06-01,test
CUST-00542,No,2025-06-01,train
CUST-00543,No,2025-06-01,val
CUST-00544,No,2025-06-01,test
CUST-00545,No,2025-06-01,train
CUST-00546,No,2025-06-01,train
CUST-00547,Yes,2025-06-01,train
CUST-00548,Yes,2025-06-01,train
CUST-00549,No,2025-06-01,val
CUST-00550,Yes,2025-06-01,train
CUST-00551,No,2025-06-01,train
CUST-00552,No,2025-06-01,train
CUST-00553,No,2025-06-01,train
CUST-00554,Yes,2025-06-01,test
CUST-00555,No,2025-06-01,train
CUST-00556,No,2025-06-01,train
CUST-00557,Yes,2025-06-01,train
CUST-00558,No,2025-06-01,train
CUST-00559,No,2025-06-01,train
CUST-00560,No,2025-06-01,train
CUST-00561,No,2025-06-01,train
CUST-00562,Yes,2025-06-01,train
CUST-00563,No,2025-06-01,val
CUST-00564,Yes,2025-06-01,train
CUST-00565,No,2025-06-01,train
CUST-00566,Yes,2025-06-01,train
CUST-00567,No,2025-06-01,val
CUST-00568,No,2025-06-01,train
CUST-00569,No,2025-06-01,train
CUST-00570,No,2025-06-01,train
CUST-00571,No,2025-06-01,train
CUST-00572,No,2025-06-01,val
CUST-00573,No,2025-06-01,train
CUST-00574,Yes,2025-06-01,val
CUST-00575,No,2025-06-01,test
CUST-00576,No,2025-06-01,train
CUST-00577,Yes,2025-06-01,test
CUST-00578,Yes,2025-06-01,train
CUST-00579,No,2025-06-01,test
CUST-00580,No,2025-06-01,train
CUST-00581,No,2025-06-01,train
CUST-00582,No,2025-06-01,train
CUST-00583,No,2025-06-01,train
CUST-00584,No,2025-06-01,train
CUST-00585,Yes,2025-06-01,test
CUST-00586,Yes,2025-06-01,train
CUST-00587,No,2025-06-01,train
CUST-00588,No,2025-06-01,train
CUST-00589,No,2025-06-01,train
CUST-00590,No,2025-06-01,train
CUST-00591,No,2025-06-01,test
CUST-00592,No,2025-06-01,train
CUST-00593,No,2025-06-01,train
CUST-00594,No,2025-06-01,train
CUST-00595,No,2025-06-01,train
CUST-00596,No,2025-06-01,train
CUST-00597,No,2025-06-01,val
CUST-00598,No,2025-06-01,train
CUST-00599,No,2025-06-01,test
CUST-00600,No,2025-06-01,train
CUST-00601,No,2025-06-01,train
CUST-00602,Yes,2025-06-01,val
CUST-00603,No,2025-06-01,test
CUST-00604,No,2025-06-01,val
CUST-00605,Yes,2025-06-01,test
CUST-00606,No,2025-06-01,val
CUST-00607,No,2025-06-01,test
CUST-00608,Yes,2025-06-01,train
CUST-00609,No,2025-06-01,val
CUST-00610,Yes,2025-06-01,train
CUST-00611,No,2025-06-01,train
CUST-00612,No,2025-06-01,train
CUST-00613,No,2025-06-01,test
CUST-00614,No,2025-06-01,test
CUST-00615,Yes,2025-06-01,train
CUST-00616,No,2025-06-01,val
CUST-00617,Yes,2025-06-01,val
CUST-00618,No,2025-06-01,train
CUST-00619,Yes,2025-06-01,train
CUST-00620,Yes,2025-06-01,train
CUST-00621,No,2025-06-01,val
CUST-00622,No,2025-06-01,train
CUST-00623,No,2025-06-01,test
CUST-00624,Yes,2025-06-01,train
CUST-00625,No,2025-06-01,test
CUST-00626,Yes,2025-06-01,train
CUST-00627,No,2025-06-01,val
CUST-00628,No,2025-06-01,train
CUST-00629,Yes,2025-06-01,train
CUST-00630,No,2025-06-01,val
CUST-00631,No,2025-06-01,test
CUST-00632,No,2025-06-01,val
CUST-00633,No,2025-06-01,train
CUST-00634,No,2025-06-01,train
CUST-00635,Yes,2025-06-01,train
CUST-00636,No,2025-06-01,train
CUST-00637,Yes,2025-06-01,train
CUST-00638,Yes,2025-06-01,val
CUST-00639,No,2025-06-01,val
CUST-00640,Yes,2025-06-01,test
CUST-00641,No,2025-06-01,val
CUST-00642,No,2025-06-01,val
CUST-00643,No,2025-06-01,train
CUST-00644,No,2025-06-01,train
CUST-00645,No,2025-06-01,train
CUST-00646,No,2025-06-01,test
CUST-00647,No,2025-06-01,train
CUST-00648,Yes,2025-06-01,train
CUST-00649,Yes,2025-06-01,train
CUST-00650,Yes,2025-06-01,train
CUST-00651,Yes,2025-06-01,train
CUST-00652,Yes,2025-06-01,test
CUST-00653,Yes,2025-06-01,train
CUST-00654,No,2025-06-01,train
CUST-00655,No,2025-06-01,test
CUST-00656,No,2025-06-01,train
CUST-00657,No,2025-06-01,test
CUST-00658,No,2025-06-01,train
CUST-00659,No,2025-06-01,train
CUST-00660,No,2025-06-01,train
CUST-00661,Yes,2025-06-01,train
CUST-00662,No,2025-06-01,test
CUST-00663,No,2025-06-01,train
CUST-00664,Yes,2025-06-01,train
CUST-00665,Yes,2025-06-01,train
CUST-00666,No,2025-06-01,val
CUST-00667,No,2025-06-01,val
CUST-00668,No,2025-06-01,test
CUST-00669,No,2025-06-01,train
CUST-00670,No,2025-06-01,train
CUST-00671,No,2025-06-01,train
CUST-00672,No,2025-06-01,train
CUST-00673,No,2025-06-01,test
CUST-00674,No,2025-06-01,val
CUST-00675,No,2025-06-01,train
CUST-00676,No,2025-06-01,train
CUST-00677,No,2025-06-01,test
CUST-00678,No,2025-06-01,train
CUST-00679,Yes,2025-06-01,train
CUST-00680,No,2025-06-01,train
CUST-00681,No,2025-06-01,train
CUST-00682,No,2025-06-01,train
CUST-00683,No,2025-06-01,train
CUST-00684,No,2025-06-01,train
CUST-00685,Yes,2025-06-01,train
CUST-00686,No,2025-06-01,train
CUST-00687,Yes,2025-06-01,train
CUST-00688,No,2025-06-01,test
CUST-00689,Yes,2025-06-01,val
CUST-00690,Yes,2025-06-01,train
CUST-00691,No,2025-06-01,train
CUST-00692,Yes,2025-06-01,test
CUST-00693,No,2025-06-01,train
CUST-00694,No,2025-06-01,train
CUST-00695,Yes,2025-06-01,test
CUST-00696,No,2025-06-01,train
CUST-00697,No,2025-06-01,val
CUST-00698,No,2025-06-01,train
CUST-00699,No,2025-06-01,train
CUST-00700,No,2025-06-01,train
CUST-00701,No,2025-06-01,train
CUST-00702,No,2025-06-01,train
CUST-00703,No,2025-06-01,train
CUST-00704,Yes,2025-06-01,test
CUST-00705,No,2025-06-01,train
CUST-00706,No,2025-06-01,train
CUST-00707,No,2025-06-01,val
CUST-00708,No,2025-06-01,val
CUST-00709,No,2025-06-01,train
CUST-00710,No,2025-06-01,train
CUST-00711,No,2025-06-01,test
CUST-00712,No,2025-06-01,train
CUST-00713,Yes,2025-06-01,val
CUST-00714,Yes,2025-06-01,test
CUST-00715,No,2025-06-01,val
CUST-00716,Yes,2025-06-01,train
CUST-00717,No,2025-06-01,train
CUST-00718,Yes,2025-06-01,train
CUST-00719,No,2025-06-01,train
CUST-00720,No,2025-06-01,test
CUST-00721,No,2025-06-01,train
CUST-00722,Yes,2025-06-01,train
CUST-00723,Yes,2025-06-01,train
CUST-00724,No,2025-06-01,test
CUST-00725,No,2025-06-01,train
CUST-00726,Yes,2025-06-01,train
CUST-00727,Yes,2025-06-01,train
CUST-00728,No,2025-06-01,train
CUST-00729,No,2025-06-01,train
CUST-00730,Yes,2025-06-01,train
CUST-00731,Yes,2025-06-01,train
CUST-00732,No,2025-06-01,train
CUST-00733,No,2025-06-01,train
CUST-00734,No,2025-06-01,train
CUST-00735,Yes,2025-06-01,train
CUST-00736,No,2025-06-01,train
CUST-00737,Yes,2025-06-01,train
CUST-00738,No,2025-06-01,train
CUST-00739,No,2025-06-01,train
CUST-00740,No,2025-06-01,train
CUST-00741,Yes,2025-06-01,train
CUST-00742,No,2025-06-01,train
CUST-00743,Yes,2025-06-01,test
CUST-00744,Yes,2025-06-01,train
CUST-00745,Yes,2025-06-01,train
CUST-00746,No,2025-06-01,train
CUST-00747,No,2025-06-01,train
CUST-00748,Yes,2025-06-01,train
